"total sulfur dioxide","alcohol","quality"
0.06451612903225806,0.20289855072463772,0.3333333333333333
0.14055299539170507,0.2608695652173914,0.3333333333333333
0.11059907834101383,0.2608695652173914,0.3333333333333333
0.12442396313364056,0.2608695652173914,0.5
0.06451612903225806,0.20289855072463772,0.3333333333333333
0.07834101382488479,0.20289855072463772,0.3333333333333333
0.12211981566820276,0.20289855072463772,0.3333333333333333
0.03456221198156682,0.2898550724637681,0.6666666666666666
0.027649769585253458,0.21739130434782608,0.6666666666666666
0.22119815668202766,0.36231884057971014,0.3333333333333333
0.1359447004608295,0.17391304347826075,0.3333333333333333
0.22119815668202766,0.36231884057971014,0.3333333333333333
0.12211981566820276,0.27536231884057977,0.3333333333333333
0.052995391705069124,0.1594202898550724,0.3333333333333333
0.32027649769585254,0.17391304347826075,0.3333333333333333
0.3271889400921659,0.17391304347826075,0.3333333333333333
0.22350230414746544,0.36231884057971014,0.6666666666666666
0.1152073732718894,0.18840579710144936,0.3333333333333333
0.052995391705069124,0.14492753623188406,0.16666666666666666
0.1152073732718894,0.17391304347826075,0.5
0.12442396313364056,0.20289855072463772,0.5
0.1497695852534562,0.24637681159420277,0.3333333333333333
0.07142857142857142,0.21739130434782608,0.3333333333333333
0.14055299539170507,0.20289855072463772,0.3333333333333333
0.07834101382488479,0.24637681159420277,0.5
0.03917050691244239,0.18840579710144936,0.3333333333333333
0.01152073732718894,0.21739130434782608,0.3333333333333333
0.07142857142857142,0.21739130434782608,0.3333333333333333
0.06682027649769585,0.20289855072463772,0.3333333333333333
0.02304147465437788,0.2608695652173914,0.5
0.17511520737327188,0.30434782608695643,0.3333333333333333
0.07142857142857142,0.3768115942028985,0.5
0.2465437788018433,0.2608695652173914,0.3333333333333333
0.1774193548387097,0.20289855072463772,0.5
0.10138248847926268,0.17391304347826075,0.3333333333333333
0.027649769585253458,0.23188405797101444,0.5
0.020737327188940093,0.40579710144927544,0.5
0.055299539170506916,0.24637681159420277,0.6666666666666666
0.029953917050691243,0.2608695652173914,0.16666666666666666
0.18663594470046083,0.36231884057971014,0.3333333333333333
0.18663594470046083,0.36231884057971014,0.3333333333333333
0.09216589861751152,0.18840579710144936,0.16666666666666666
0.018433179723502304,0.36231884057971014,0.5
0.03917050691244239,0.3333333333333334,0.3333333333333333
0.01152073732718894,0.21739130434782608,0.3333333333333333
0.1359447004608295,0.7391304347826086,0.16666666666666666
0.2488479262672811,0.17391304347826075,0.3333333333333333
0.07142857142857142,0.21739130434782608,0.3333333333333333
0.013824884792626729,0.17391304347826075,0.3333333333333333
0.2073732718894009,0.17391304347826075,0.3333333333333333
0.03917050691244239,0.17391304347826075,0.3333333333333333
0.020737327188940093,0.20289855072463772,0.5
0.018433179723502304,0.20289855072463772,0.5
0.26036866359447003,0.20289855072463772,0.3333333333333333
0.1543778801843318,0.3188405797101448,0.5
0.08986175115207373,0.21739130434782608,0.3333333333333333
0.009216589861751152,0.23188405797101444,0.3333333333333333
0.23963133640552994,0.20289855072463772,0.3333333333333333
0.11059907834101383,0.2898550724637681,0.3333333333333333
0.09216589861751152,0.20289855072463772,0.5
0.10599078341013825,0.17391304347826075,0.3333333333333333
0.24423963133640553,0.18840579710144936,0.3333333333333333
0.06682027649769585,0.21739130434782608,0.6666666666666666
0.11059907834101383,0.2608695652173914,0.3333333333333333
0.01152073732718894,0.4202898550724638,0.3333333333333333
0.01152073732718894,0.4202898550724638,0.3333333333333333
0.07603686635944701,0.23188405797101444,0.3333333333333333
0.020737327188940093,0.3913043478260868,0.3333333333333333
0.1359447004608295,0.3913043478260868,0.3333333333333333
0.029953917050691243,0.36231884057971014,0.5
0.04838709677419355,0.21739130434782608,0.5
0.2073732718894009,0.21739130434782608,0.3333333333333333
0.20276497695852536,0.21739130434782608,0.3333333333333333
0.08525345622119816,0.17391304347826075,0.16666666666666666
0.1774193548387097,0.23188405797101444,0.3333333333333333
0.08294930875576037,0.36231884057971014,0.3333333333333333
0.08294930875576037,0.36231884057971014,0.3333333333333333
0.055299539170506916,0.3913043478260868,0.5
0.17050691244239632,0.30434782608695643,0.3333333333333333
0.26036866359447003,0.1594202898550724,0.16666666666666666
0.020737327188940093,0.17391304347826075,0.3333333333333333
0.14055299539170507,0.20289855072463772,0.3333333333333333
0.1543778801843318,0.1594202898550724,0.3333333333333333
0.10368663594470046,0.20289855072463772,0.3333333333333333
0.12672811059907835,0.3333333333333334,0.5
0.07834101382488479,0.30434782608695643,0.3333333333333333
0.2995391705069124,0.27536231884057977,0.5
0.0576036866359447,0.23188405797101444,0.3333333333333333
0.27419354838709675,0.21739130434782608,0.3333333333333333
0.041474654377880185,0.14492753623188406,0.3333333333333333
0.3087557603686636,0.21739130434782608,0.3333333333333333
0.2995391705069124,0.27536231884057977,0.5
0.2926267281105991,0.2608695652173914,0.3333333333333333
0.0576036866359447,0.23188405797101444,0.3333333333333333
0.18202764976958524,0.36231884057971014,0.16666666666666666
0.2304147465437788,0.7101449275362319,0.5
0.03917050691244239,0.3913043478260868,0.3333333333333333
0.03686635944700461,0.17391304347826075,0.3333333333333333
0.009216589861751152,0.2608695652173914,0.3333333333333333
0.06682027649769585,0.14492753623188406,0.5
0.10138248847926268,0.3188405797101448,0.5
0.03686635944700461,0.3478260869565218,0.5
0.06682027649769585,0.14492753623188406,0.5
0.1359447004608295,0.17391304347826075,0.3333333333333333
0.06912442396313365,0.20289855072463772,0.3333333333333333
0.1359447004608295,0.17391304347826075,0.3333333333333333
0.14516129032258066,0.18840579710144936,0.3333333333333333
0.1336405529953917,0.18840579710144936,0.3333333333333333
0.17050691244239632,0.23188405797101444,0.5
0.3387096774193548,0.18840579710144936,0.3333333333333333
0.0944700460829493,0.21739130434782608,0.3333333333333333
0.2350230414746544,0.2608695652173914,0.3333333333333333
0.24193548387096775,0.2608695652173914,0.3333333333333333
0.09216589861751152,0.24637681159420277,0.5
0.0944700460829493,0.21739130434782608,0.3333333333333333
0.12903225806451613,0.36231884057971014,0.5
0.07834101382488479,0.2898550724637681,0.5
0.05069124423963134,0.20289855072463772,0.5
0.1152073732718894,0.4202898550724638,0.5
0.1912442396313364,0.17391304347826075,0.5
0.1912442396313364,0.14492753623188406,0.3333333333333333
0.1152073732718894,0.4202898550724638,0.5
0.016129032258064516,0.17391304347826075,0.3333333333333333
0.06451612903225806,0.21739130434782608,0.3333333333333333
0.22119815668202766,0.21739130434782608,0.3333333333333333
0.1935483870967742,0.20289855072463772,0.3333333333333333
0.013824884792626729,0.4202898550724638,0.3333333333333333
0.013824884792626729,0.4202898550724638,0.3333333333333333
0.02304147465437788,0.36231884057971014,0.6666666666666666
0.029953917050691243,0.20289855072463772,0.3333333333333333
0.29493087557603687,0.20289855072463772,0.3333333333333333
0.21428571428571427,0.7246376811594203,0.3333333333333333
