var 0, var 1
0.6,-0.6
0.02774600474034881,0.3030898477835164
0.0359236227002652,0.3696828472358553
-0.18901985061831905,-1.612922642118729
-0.026861132442483716,-0.20917094340967374
-0.038929629566522926,-0.3466383048256545
0.18013803786087573,1.5173591766843186
-0.19058977032163854,-1.4955175649914692
-0.14056993567411216,-1.1290294694397525
0.04834058341696647,0.4220190127665409
-0.001883709603342756,-0.02944607138587119
-0.03320530412650193,-0.3367039648596971
0.01785246646572607,0.12466370009436513
-0.11919946364805192,-0.9758443139252664
0.16511311773759513,1.2744517917679625
-0.0023219082012829475,-0.06881584304054454
-0.00522632999809613,-0.02758730199709917
0.05905969144550631,0.4788873882495739
0.11060728032435337,0.9536372188166886
0.06744383787401051,0.5778236669608431
0.06637537917039237,0.49181722769574443
-0.10018530815962885,-0.8563624836844562
-0.04203191500369306,-0.36003179324370893
-0.1595440165420025,-1.2999701959626069
0.14905422254616202,1.2074807453462721
-0.024655744441134372,-0.24988559601822863
-0.023955488816239316,-0.199152619853476
-0.07729799104021816,-0.5420061418256006
0.028594141962713288,0.23462015382813003
0.02318733908796442,0.14613813972086964
0.03028503820119018,0.19416499181757987
-0.04424808414194034,-0.3710234252652969
-0.0017413552236871237,-0.019867071387866204
0.11506918858554327,0.9149062207048807
0.022776773454065806,0.17770295651300538
-0.13377139080191067,-1.0987412219358332
-0.043000562538824345,-0.4256859186569869
0.02384607100338567,0.3166069592241999
0.25256211811964563,1.97828480936153
-0.09656501740572078,-0.804330190875236
0.0045549833211926075,0.1088399116187061
0.18110513291809105,1.5028368890072343
0.09308220819297347,0.6408512237815799
0.13723363119964435,1.0414723542280404
-0.17029993856278774,-1.3232988092672129
0.08565073371741835,0.7822575523585561
-0.04190059721030918,-0.4475793860776655
-0.22085309652446222,-1.8108619430504156
-0.060049734376839345,-0.5278593196364653
0.09867938116659487,0.8727884155727583
-0.018014312154234456,-0.019076505183879683
-0.004469942274380777,0.007285841212365321
-0.02630518524743266,-0.17192586912648772
-0.09369616293230829,-0.6738427288080958
-0.046943517820133916,-0.38705916609287827
-0.01844689809080826,-0.2367996689944017
-0.07305638193981737,-0.5372538393829506
0.024827569614964025,0.15898342321742345
-0.023411884966460333,-0.2670400867987084
-0.08202461983298466,-0.6783469625998686
-0.007752902842255979,-0.042665669567598506
-0.018474419362168207,-0.1933781722497359
0.013459109532240384,-0.013810445504270491
-0.003301182100553387,0.02970081623157003
0.06312166236935127,0.5081756696826707
-0.17081716742514874,-1.3132050035726732
-0.051989081227072256,-0.44264244901765915
-0.08646612618516984,-0.7304176093921003
0.034716905575076375,0.23091642482573682
0.08124294540727427,0.7059143151107399
-0.11210150311077423,-0.9145585321863977
0.019033187485478838,0.23898699609888263
0.20906939111563605,1.655977006644976
-0.06999984811573165,-0.5192684287801407
-0.10640191967882695,-0.9700864115085852
-0.08319819923201796,-0.650294875683251
-0.005062480968102876,0.009856022033446217
0.15694773530993852,1.2631491656324196
-0.054040981069494606,-0.45240997976438885
0.08969613432201866,0.6835942208334415
-4.953900064473065E-4,-0.018185720101922685
0.0725625636006514,0.6410265986044049
-0.024242267733249098,-0.10327842278404678
0.01727631817706323,0.19646155605553833
0.09144534147941259,0.7028401023555932
0.019351811542133467,0.17841748549065278
0.13489051324193568,1.0768190598959473
-0.21522618896815732,-1.8663720547337317
-0.1046532668355284,-0.7754407885647916
0.013752251271271599,0.06097687196563441
-0.020777452717630186,-0.14052169137292142
-0.02713331102410907,-0.24050021175510694
0.11499837610415753,0.9120511815422636
-0.06514759543482367,-0.5863288453257696
-0.017806304599035434,-0.20274331751331537
0.20140563657992122,1.5673396787973872
-0.12036273039692032,-0.9349882803780605
-0.14202322158962608,-1.1650516448582067
-0.05572538749259019,-0.4759499972729925
0.034895434657734356,0.40422551274374696
0.14631067205687626,1.1924952045333175
-0.11278380700283355,-0.8877406902640093
-0.06412276140459351,-0.5203704490019834
0.08363907175577925,0.6921611306651907
-0.12421342598742662,-1.0122531564773678
-0.09114986900831665,-0.6759479511729879
0.028966013899291404,0.18458529250185685
-0.044811865867412155,-0.3886975669759716
-0.13125206673873438,-0.9758223381736524
-0.029119878046650068,-0.21135988150142673
-0.0192039330819885,-0.19085689881600407
0.029898224559203775,0.27505604743559353
-0.029769420878056875,-0.30547482812047655
0.06502735039030205,0.5516642748923054
0.2214330212998099,1.7706841614166033
0.23059870071197439,1.9405303966313392
-0.05452615330451136,-0.3105189748287803
-0.03113512609958412,-0.1531798861153979
0.12493912068040866,0.9569780631908228
0.18297229438559434,1.3919936680072864
-0.023218527748671555,-0.2077104359949396
-0.1398391836914477,-1.213796845306837
0.02083424584367856,0.1772845712352123
0.0202066837186754,0.20435222109455348
0.0705693649233761,0.6283399625923409
-0.014170103224538235,-0.06270242302661869
0.15765351204229378,1.203568208762558
-0.08141154377970763,-0.7317164528339285
-0.1302429412195511,-1.122832221329881
-0.03022288682112561,-0.27134418440185654
-0.010358794191117552,-0.004357066673102608
0.08463400086249426,0.6872474601764165
-0.031901274362162904,-0.2532096324799346
-0.03522800580880128,-0.2613614952082878
0.00712159633075308,0.11916404755361443
